OBJECTID,id,d,e,datum,den,rok,mesic,zavineni,viditelnost,cas,hodina,mesic_t,doba,den_v_tydnu,alkohol,alkohol_vinik,hlavni_pricina,srazka,pricina,stav_vozovky,povetrnostni_podm,rozhled,misto_nehody,druh_komun,usmrceno_os,tezce_zran_os,lehce_zran_os,hmotna_skoda,smrt,tz,lz,smrt_dny,smrt_po,vek_skupina,chodec_pohlavi,kategorie_chodce,stav_chodce,chovani_chodce,situace_nehody,prvni_pomoc,nasledky_chodce,nazev,POINT_X,POINT_Y,GlobalID,x,y
33,60206100256,-597423.709,-1161188.421,2/17/2010 12:00:00 AM,3,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",835,8,únor,den,středa,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,povrch mokrý,neztížené,"špatné - vlivem okolní zástavby (budovy, plné zábradlí apod.)",žádné nebo žádné z uvedených,komunikace místní,0,0,1,0,0,0,1,1,,61-70,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",jiná situace,vozidlem RZP,lehké zranění,Brno-střed,16.618709806,49.1919298510001,ff63ca92-0534-4850-8d51-273f1a8dd6a0,617938.659523144,5450053.218053
34,60206100258,-597645.062,-1160152.481,2/15/2010 12:00:00 AM,1,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1100,11,únor,den,pondělí,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,jiný druh nehody,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,jiné špatn,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,45-60,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",vstup chodce na signál VOLNO,,lehké zranění,Brno-střed,16.6141636030001,49.2009780120001,73ed6b30-d7a8-4f46-88db-f334f7c07ff1,617585.982348805,5451051.96096795
35,60206100261,-597532.62,-1161924.47,2/17/2010 12:00:00 AM,3,2010,2,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1615,16,únor,den,středa,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),0,0,1,10000,0,0,1,1,,33-44,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),jinou osobou,lehké zranění,Brno-střed,16.6183082970001,49.1852439790001,1bf8980b-2d8b-4f71-91a1-e75d53773b15,617925.299228463,5449309.37425105
36,60206100271,-600429.393,-1157768.216,2/19/2010 12:00:00 AM,5,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",820,8,únor,den,pátek,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,neztížené,dobré,přechod pro chodce,komunikace místní,0,1,0,0,0,1,0,1,,33-44,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,těžké zranění,Brno-Žabovřesky,16.5726450770001,49.2195977960001,c7896aa1-75f0-4909-a480-ceaecfcabffa,614518.595243527,5453058.10964659
37,60206100282,-597395.435,-1160370.091,2/21/2010 12:00:00 AM,7,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1425,14,únor,den,neděle,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,0,2,0,0,0,1,1,,61-70,žena,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-střed,16.6178900630001,49.1992735110001,3106856c-bf9e-465d-8f2f-b11cf67c2809,617861.48230818,5450868.28137659
38,60206100282,-597395.435,-1160370.091,2/21/2010 12:00:00 AM,7,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1425,14,únor,den,neděle,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,0,2,0,0,0,1,1,,0-6,chlapec (do 15 let),jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-střed,16.6178900630001,49.1992735110001,a46346e4-a034-40a2-83cc-aa071822742d,617861.48230818,5450868.28137659
39,60206100288,-595392.143,-1160799.788,2/22/2010 12:00:00 AM,1,2010,2,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",910,9,únor,den,pondělí,Nezjišťován,nezjišťováno,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka autobusu, trolejbusu, tramvaje s nástup. ostrůvkem",komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,0,1,,,muž,muž,nezjištěno,žádné z uvedených,jiná situace,nebylo třeba poskytnout,bez zranění,Brno-Židenice,16.6458535460001,49.1973624440001,17cba98f-e9b2-4cf5-b0cf-bf47105afb94,619903.130841161,5450699.77304454
40,60206100301,-595515.076,-1159506.45,2/23/2010 12:00:00 AM,2,2010,2,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",2230,22,únor,noc,úterý,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,5000,0,0,1,1,,12-15,muž,muž,nezjištěno,žádné z uvedených,přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-Židenice,16.6422766760001,49.208807775,4618e59f-5899-40ff-90c1-fc47961ed0c3,619614.945472524,5451966.40397466
41,60206100314,-597383.057,-1162811.72,2/25/2010 12:00:00 AM,4,2010,2,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",2035,20,únor,den,čtvrtek,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,"špatné - vlivem okolní zástavby (budovy, plné zábradlí apod.)",žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),0,1,0,20000,0,1,0,1,,45-60,muž,muž,nezjištěno,"náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,těžké zranění,Brno-jih,16.621654442,49.17745575,20c7a2b0-e8b7-4b2e-a06d-49cabfd164cf,618187.670655877,5448448.83537429
42,60206100320,-597586.297,-1161607.092,2/26/2010 12:00:00 AM,5,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1845,18,únor,den,pátek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,povrch mokrý,"na počátku deště, slabý déšť, mrholení apod.",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),0,1,0,2000,0,1,0,1,,45-60,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"náhlé vstoupení do vozovky z chodníku, krajnice",vstup chodce do vozovky v blízkosti přechodu (cca do 2O m),vozidlem RZP,těžké zranění,Brno-střed,16.617108681,49.188029708,41a101f7-3a9c-4822-87b5-945a61bffd5e,617831.270579485,5449617.17438873
43,60206100334,-592956.663,-1163194.089,3/1/2010 12:00:00 AM,1,2010,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",603,6,březen,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,1000,0,0,1,1,,45-60,žena,žena,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰,","správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-Slatina,16.682582655,49.178292501,0ed3964f-9a5b-4a85-adfa-7d131358bb63,622625.926410126,5448638.76700786
44,60206100341,-600877.95,-1160629.891,3/1/2010 12:00:00 AM,1,2010,3,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1745,17,březen,den,pondělí,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,1000,0,0,1,1,,45-60,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi 1 ‰ a více","náhlé vstoupení do vozovky z chodníku, krajnice",vstup chodce na signál STŮJ,vozidlem RZP,lehké zranění,Brno-střed,16.5707652580001,49.1935789440001,90d845fb-c4ff-4f74-800f-780d340f6bb4,614441.759390478,5450162.92725491
45,60206100343,-597848.918,-1161182.33,1/1/2010 12:00:00 AM,5,2010,1,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",2560,25,leden,noc,pátek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,1,0,0,0,1,0,1,,71 a více,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",jiná situace,,těžké zranění,Brno-střed,16.612900478,49.1915736870001,7f58363f-0b2e-40d9-866b-d7a8074bdd79,617516.25385038,5450004.58905876
46,60206100348,-599308.126,-1161192.55,3/3/2010 12:00:00 AM,3,2010,3,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1725,17,březen,den,středa,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka autobusu, trolejbusu, tramvaje s nástup. ostrůvkem",komunikace místní,0,0,1,0,0,0,1,1,,71 a více,muž,muž,"nepozornost, roztržitost",náraz do vozidla z boku,jiná situace,vozidlem RZP,lehké zranění,Brno-střed,16.5930109760001,49.1900709540001,5dbd49e7-95d8-4917-b04e-1933223a04f1,616070.671411958,5449806.84750906
47,60206100365,-599420.601,-1161582.292,3/8/2010 12:00:00 AM,1,2010,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",605,6,březen,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,1,0,5000,0,1,0,1,,61-70,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,poskytnuta osádkou vozidel zúčast.na nehodě,těžké zranění,Brno-střed,16.5920526900001,49.1864776240001,f2e24ce0-cb22-46a6-bef6-387ddad058cb,616009.253666913,5449405.93405179
48,60206100377,-605101.436,-1157311.753,3/8/2010 12:00:00 AM,1,2010,3,chodcem,"v noci - bez veřejného osvětlení, viditelnost nezhoršená vlivem povětrnostních podmínek",1950,19,březen,den,pondělí,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,1,0,0,0,1,0,1,,24-32,žena,žena,"nepozornost, roztržitost",náraz do vozidla z boku,přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,těžké zranění,Brno-Bystrc,16.5082051310001,49.219124994,93e065ff-f765-4c73-ac12-701ba1aa5ec2,609827.345745312,5452910.001337
49,60206100382,-599701.026,-1160350.409,3/10/2010 12:00:00 AM,3,2010,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1145,11,březen,den,středa,Nezjišťován,nezjišťováno,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,0,1,0,0,0,1,1,,33-44,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-střed,16.5864065160001,49.1972192630001,7da19ed1-895f-49ae-b212-78c301b00819,615572.814360304,5450591.36589868
50,60206100384,-599053.429,-1157477.754,3/10/2010 12:00:00 AM,3,2010,3,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1515,15,březen,den,středa,Nezjišťován,nezjišťováno,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,0,1,,,muž,muž,nezjištěno,žádné z uvedených,jiná situace,nebylo třeba poskytnout,bez zranění,Brno-Královo Pole,16.590995223,49.2235288370001,6f6edd26-ffe3-41ff-b464-6be3370336ca,615845.595566356,5453523.0376712
51,60206100387,-598709.009,-1159440.854,3/11/2010 12:00:00 AM,4,2010,3,řidičem motorového vozidla,"ve dne, zhoršená viditelnost vlivem povětrnostních podmínek (mlha, sněžení, déšť apod.)",1440,14,březen,den,čtvrtek,Nezjišťován,nezjišťováno,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,povrch mokrý,"na počátku deště, slabý déšť, mrholení apod.",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,24-32,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi 1 ‰ a více",žádné z uvedených,přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-střed,16.5985968360001,49.2063116410001,afdabd97-b521-40cc-9269-8fbc05e53669,616439.516091621,5451620.78975537
52,60206100406,-600514.11,-1160875.426,3/13/2010 12:00:00 AM,6,2010,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1135,11,březen,den,sobota,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,3000,0,0,1,1,,7-11,dívka (do 15 let),dítě (do 15 let),"nepozornost, roztržitost","náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-střed,16.576091913,49.191737033,06ffdcac-3b9c-4abd-928e-8c0072af5885,614834.095329761,5449966.24367689
53,60206100407,-596992.944,-1161704.583,3/13/2010 12:00:00 AM,6,2010,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1202,12,březen,den,sobota,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka tramvaje, autobusu, trolejbusu bez nástup. ostrůvku",komunikace sledovaná (ve vybraných městech),0,0,1,59000,0,0,1,1,,45-60,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené","chůze, stání na chodníku",vozidlem RZP,lehké zranění,Brno-střed,16.625345687,49.1877306910001,77f0d532-b7b0-4b15-a782-bef3fab0332c,618432.153929153,5449596.79153796
54,60206100415,-598696.111,-1159996.234,3/15/2010 12:00:00 AM,1,2010,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",930,9,březen,den,pondělí,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,0,200,0,0,0,1,,71 a více,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,nebylo třeba poskytnout,bez zranění,Brno-střed,16.599592998,49.201358832,6c077e8f-350e-4453-9b16-f555c98487e5,616523.711751226,5451071.75456304
55,60206100416,-596553.569,-1161521.424,3/15/2010 12:00:00 AM,1,2010,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1145,11,březen,den,pondělí,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,19-24,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",vstup chodce na signál VOLNO,vozidlem RZP,lehké zranění,Brno-Černovice,16.6310695830001,49.1897919250001,4c533589-81fd-41d3-98b6-a7fd69f46a1e,618844.27581737,5449834.89578877
56,60206100433,-599360.889,-1161575.225,3/18/2010 12:00:00 AM,4,2010,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1020,10,březen,den,čtvrtek,Ne,ne,nepřiměřená rychlost jízdy,srážka s chodcem,nepřizpůsobení rychlosti vlastnostem vozidla a nákladu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,61-70,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-střed,16.592856678,49.1865986330001,c112df7f-5173-4bb2-b008-4f4315278ed4,616067.553153753,5449420.61835512
57,60206100435,-599070.91,-1156443.212,3/18/2010 12:00:00 AM,4,2010,3,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1250,12,březen,den,čtvrtek,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",ano,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,20000,0,0,1,1,,33-44,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi 1 ‰ a více","náhlé vstoupení do vozovky z chodníku, krajnice",jiná situace,vozidlem RZP,lehké zranění,Brno-Královo Pole,16.589226363,49.2327609110001,66716fe5-ca65-4ef8-8085-9ad0f312ca5e,615695.240672884,5454546.59924407
58,60206100438,-592230.908,-1162930.584,3/19/2010 12:00:00 AM,5,2010,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",705,7,březen,den,pátek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka tramvaje, autobusu, trolejbusu bez nástup. ostrůvku",komunikace sledovaná (ve vybraných městech),0,0,1,10000,0,0,1,1,,12-15,dívka (do 15 let),dítě (do 15 let),"nepozornost, roztržitost","náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-Slatina,16.6920966800001,49.1813433520001,24d3b843-ab87-4ab4-9d7c-0193e1189da5,623311.693885545,5448993.36131847
59,60206100440,-597312.201,-1159981.607,3/19/2010 12:00:00 AM,5,2010,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1015,10,březen,den,pátek,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,1,0,0,0,1,0,1,,71 a více,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,jinou osobou,těžké zranění,Brno-sever,16.61845335,49.202827144,5c3d853c-7faf-415c-bab9-0f71cd4183f8,617894.066167619,5451264.19034241
60,60206100442,-599288.011,-1162380.225,3/19/2010 12:00:00 AM,5,2010,3,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1710,17,březen,den,pátek,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",ano,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka autobusu, trolejbusu, tramvaje s nástup. ostrůvkem",komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,33-44,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi 1 ‰ a více",náhlé vstoupení do vozovky z nástupního nebo dělícího ostrůvku,přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-střed,16.595039677,49.179472251,674d584a-a631-434b-a896-52a3ac99ed4f,616243.311403066,5448631.78135903
61,60206100447,-595205.474,-1165695.518,3/20/2010 12:00:00 AM,6,2010,3,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1910,19,březen,den,sobota,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,5000,0,0,1,1,,16-18,muž,muž,"nepozornost, roztržitost","náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-Tuřany,16.6555794870001,49.153768991,b655864c-bc3c-4c71-87f3-f8f637588ed9,620717.641718472,5445869.29549612
62,60206100448,-598559.231,-1161028.452,3/21/2010 12:00:00 AM,7,2010,3,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1110,11,březen,den,neděle,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,2000,0,0,1,1,,0-6,chlapec (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-střed,16.6029841000001,49.192262826,2f965ffd-3261-4625-9082-e3475cbf02f4,616792.149279649,5450065.84492605
